Location (ns?)	Amplitude (V)
 5.21543	1376.49595
 0.13120	1397.62000
 0.13005	1412.30000
 0.13165	1415.90000
 0.12852	1427.13077
 0.11364	1431.10000
 0.12368	1429.86000
 0.11630	1441.32857
 0.13085	1444.28667
 0.11978	1461.23333
 0.11588	1465.96667
 0.12703	1481.03333
 0.11801	1486.40000
 0.11529	1488.67778
 0.10502	1496.70000
 0.09714	1504.54762
 5.25931	1520.43152
 0.15483	1534.37097
 0.10862	1551.93077
 0.09193	1555.30000
 0.09430	1561.00000
 0.11205	1571.80000
 0.10876	1573.38571
 0.09335	1580.70000
 0.15653	1590.40769
 0.09310	1603.10000
 0.14816	1611.12105
 0.11208	1620.70000
 0.11033	1622.82000
 0.11397	1641.13636
 0.10545	1650.00769
 0.13406	1663.63333
 0.12122	1684.90000
 4.14127	1706.65042
 0.08328	1718.10000
 0.11152	1722.05556
 0.12074	1730.90000
 0.11529	1735.67778
 0.11876	1739.44667
 0.09260	1768.26000
 0.09681	1770.72857
 0.08611	1774.80000
 0.14500	1789.47778
 0.10676	1799.81111
 0.13950	1808.15714
 4.54997	1822.16475
 0.12301	1835.55714
 0.11103	1848.99524
 0.10975	1856.52963
 0.12600	1866.50000
 0.09556	1875.23333
 0.11427	1886.34000
 0.09794	1903.95714
 0.10902	1913.22174
 0.11007	1925.06471
 0.11274	1932.10000
 0.07025	1945.50000
 0.10066	1954.18000
 0.12009	1975.24857
 0.10451	1984.43846
 0.07469	1990.30000
 2.50824	2004.16583
 0.09126	2014.34000
 0.09827	2016.66000
 0.11405	2036.30000
 0.11348	2055.10000
 0.09120	2074.38000
 0.10605	2082.70000
 0.09978	2093.79091
 0.12833	2102.63793
 0.10715	2114.01111
 0.13055	2122.19524
 0.08487	2130.15714
 0.11557	2141.35455
 0.10910	2159.90000
 0.10178	2169.58889
 0.12416	2179.87895
 0.14523	2202.06923
 0.11578	2210.20909
 0.13237	2219.77500
 0.10885	2236.98000
 0.11376	2239.42727
 0.09200	2251.79474
 0.14276	2261.80270
 0.12873	2279.95000
 5.11741	2293.70000
 0.08630	2322.00000
 0.11249	2329.05000
 0.08075	2338.46522
 0.07255	2340.47778
 0.10184	2351.10000
 0.12475	2378.50000
 0.11069	2395.76667
 0.10532	2415.23846
 0.06187	2424.52857
 0.11751	2434.44667
 5.19000	2450.60396
 0.09053	2467.20588
 0.08466	2471.18000
